"","mapped_ID","Cand1","District_Name","is_done","comments","Position","user_name","State_name","Sex","poll_no","Cand_Type","AC_no","DelimID","sa_no","Party","Year","Sub_Region","Votes","ID","Age","email","AC_name","X","X.1","Times_contested","Times_won"
"1",2754,"NAROTTAMBHAI PATEL","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",164,4,12,"BJP","2012","SOUTH GUJARAT",74946,9233,76,NA,"UDHNA","","",7,6
"2",2892,"VAJUBHAI RUDABHAI VALA","PORBANDAR","yes","","1",NA,"Gujarat","M","0","GEN",69,4,12,"BJP","2012","SAURASHTRA",90405,2892,74,NA,"RAJKOT WEST","","",8,7
"3",2902,"KESHUBHAI SAVDASBHAI PATEL","BHAVNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",87,4,12,"GPP","2012","SAURASHTRA",85967,13600,84,NA,"VISAVADAR","","",6,6
"4",3348,"VAGHELA LILADHARBHAI KHODAJI","BANASKANTHA","yes","","1",NA,"Gujarat","M","0","GEN",13,4,12,"BJP","2012","NORTH GUJARAT",66294,3348,78,NA,"DEESA","","",9,6
"5",3352,"JOITABHAI KASNABHAI PATEL","BANASKANTHA","yes","","1",NA,"Gujarat","M","0","GEN",9,4,12,"INC","2012","NORTH GUJARAT",87460,3352,71,NA,"DHANERA","","",4,3
"6",3775,"PATKAR RAMANBHAI NANUBHAI","VALSAD","yes","","1",NA,"Gujarat","M","0","ST",182,4,12,"BJP","2012","SOUTH GUJARAT",69450,4912,60,NA,"UMBERGAON","","",8,4
"7",4602,"CHAUHAN MANSINH KOHYABHAI","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",121,4,12,"INC","2012","AHMEDABAD RURAL",87088,4602,61,NA,"BALASINOR","","",7,5
"8",4914,"CHHEDA TARACHAND JAGSHIBHAI","KACHCHH","yes","","1",NA,"Gujarat","M","0","GEN",2,4,12,"BJP","2012","KACHCHH",61984,12751,61,NA,"MANDVI","","",3,2
"9",5155,"RADADIYA VITHALBHAI HANSRAJBHAI","JUNAGADH","yes","","1",NA,"Gujarat","M","0","GEN",75,4,12,"INC","2012","SAURASHTRA",76189,5155,54,NA,"DHORAJI","","",6,6
"10",5254,"PABUBHA VIRAMBHA MANEK","BHAVNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",82,4,12,"BJP","2012","SAURASHTRA",70062,5254,56,NA,"DWARKA","","",6,6
"11",5297,"CHAVDA JAWAHARBHAI PETHALAJIBHAI","BHAVNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",85,4,12,"INC","2012","SAURASHTRA",72879,13580,48,NA,"MANAVADAR","","",4,2
"12",5336,"VANSH PUNJABHAI BHIMABHAI","ANAND","yes","","1",NA,"Gujarat","M","0","GEN",93,4,12,"INC","2012","SAURASHTRA",69824,7378,52,NA,"UNA","","",6,5
"13",5362,"MASHRU MAHENDRABHAI LILADHARBHAI","BHAVNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",86,4,12,"BJP","2012","SAURASHTRA",66669,11802,66,NA,"JUNAGADH","","",6,6
"14",5587,"CHUDASAMA BHUPENDRASINH MANUBHA","RAJKOT","yes","","1",NA,"Gujarat","M","0","GEN",58,4,12,"BJP","2012","AHMEDABAD RURAL",75242,3117,63,NA,"DHOLKA","","",8,4
"15",5972,"DESAI RANCHHOD MAHIJIBHAI (RANCHHOD RABARI VAKIL)","PATAN","yes","","1",NA,"Gujarat","M","0","GEN",18,4,12,"BJP","2012","NORTH GUJARAT",67224,12902,55,NA,"PATAN","","",5,2
"16",5998,"DILIPKUMAR VIRAJIBHAI THAKOR","PATAN","yes","","1",NA,"Gujarat","M","0","GEN",17,4,12,"BJP","2012","NORTH GUJARAT",83462,12884,53,NA,"CHANASMA","","",6,4
"17",6026,"KHANPURA DHARSHIBHAI LAKHABHAI","BANASKANTHA","yes","","1",NA,"Gujarat","M","0","GEN",15,4,12,"INC","2012","NORTH GUJARAT",73900,6026,71,NA,"KANKREJ","","",6,4
"18",6232,"C.K. RAULJI","NARMADA","yes","","1",NA,"Gujarat","M","0","GEN",126,4,12,"INC","2012","CENTRAL GUJARAT",73367,8591,58,NA,"GODHRA","","",6,4
"19",6255,"HIRABHAI HARIBHAI PATEL","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",122,4,12,"INC","2012","AHMEDABAD RURAL",72814,3487,68,NA,"LUNAWADA","","",4,2
"20",6284,"PARMAR RAMSINH PRABHATBHAI","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",119,4,12,"INC","2012","AHMEDABAD RURAL",78226,6284,67,NA,"THASRA","","",5,4
"21",6318,"THAKOR NATVARSINH FULSINH","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",118,4,12,"INC","2012","AHMEDABAD RURAL",58373,6318,69,NA,"MAHUDHA","","",6,6
"22",6418,"RATHWA MOHANSINH CHHOTUBHAI","SURAT","yes","tbr","1",NA,"Gujarat","M","0","ST",137,4,12,"INC","2012","SOUTH GUJARAT",65043,14021,68,NA,"CHHOTA UDAIPUR","","",9,8
"23",6518,"SHRIVASTAV MADHUBHAI BABUBHAI","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",136,4,12,"BJP","2012","SOUTH GUJARAT",65851,12516,61,NA,"VAGHODIA","","",6,5
"24",6611,"VASAVA CHHOTUBHAI AMARASINHBHAI","SURAT","yes","","1",NA,"Gujarat","M","0","ST",152,4,12,"JD(U)","2012","SOUTH GUJARAT",66622,12579,67,NA,"JHAGADIA","","",7,6
"25",6616,"MOTILAL PUNIABHAI VASAVA","SURAT","yes","","1",NA,"Gujarat","M","0","ST",149,4,12,"BJP","2012","SOUTH GUJARAT",56471,6616,49,NA,"DEDIAPADA","","",6,3
"26",6664,"DHODIYA MOHANBHAI DHANJIBHAI","SURAT","yes","","1",NA,"Gujarat","M","0","ST",170,4,12,"BJP","2012","SOUTH GUJARAT",74161,6664,55,NA,"MAHUVA","","",4,2
"27",6853,"AHIR VASANBHAI GOPALBHAI","KACHCHH","yes","","1",NA,"Gujarat","M","0","GEN",4,4,12,"BJP","2012","KACHCHH",64789,6853,54,NA,"ANJAR","","",4,4
"28",6979,"KUNDARIYA MOHANBHAI KALYANJIBHAI","DEVBHOOMI DWARKA","yes","","1",NA,"Gujarat","M","0","GEN",66,4,12,"BJP","2012","SAURASHTRA",63630,9433,61,NA,"TANKARA","","",5,5
"29",7267,"BABUBHAI BHIMABHAI BOKHIRIA","BHAVNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",83,4,12,"BJP","2012","SAURASHTRA",77604,7267,59,NA,"PORBANDAR","","",4,3
"30",7550,"VANANI NANUBHAI BHAGWANBHAI (NANUBHAI PATEL)","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",166,4,12,"BJP","2012","SOUTH GUJARAT",88604,7550,56,NA,"KATARGAM","","",2,1
"31",7607,"KESHUBHAI HIRJIBHAI NAKARANI","KHEDA","yes","","1",NA,"Gujarat","M","0","GEN",101,4,12,"BJP","2012","SAURASHTRA",53377,7607,55,NA,"GARIADHAR","","",5,5
"32",8315,"CHAUHAN KESHAJI SHIVAJI","BANASKANTHA","yes","","1",NA,"Gujarat","M","0","GEN",14,4,12,"BJP","2012","NORTH GUJARAT",76265,11063,50,NA,"DEODAR","","",4,1
"33",8414,"ANIL JOSHIYARA","ARVALLI","yes","","1",NA,"Gujarat","M","0","ST",30,4,12,"INC","2012","NORTH GUJARAT",95799,12269,60,NA,"BHILODA","","",5,4
"34",8429,"CHAVDA RAJENDRASINH RANJITSINH (RAJUBHAI CHAVDA)","SABARKANTHA","yes","","1",NA,"Gujarat","M","0","GEN",27,4,12,"INC","2012","NORTH GUJARAT",85008,12986,46,NA,"HIMATNAGAR","","",4,4
"35",8562,"PARMAR JAYDRATHSINHJI CHANDRASINHJI","BHARUCH","yes","","1",NA,"Gujarat","M","0","GEN",128,4,12,"BJP","2012","CENTRAL GUJARAT",93854,8562,48,NA,"HALOL","","",4,3
"36",8743,"DILIPBHAI MANIBHAI PATEL","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",112,4,12,"BJP","2012","AHMEDABAD RURAL",82956,8743,57,NA,"ANAND","","",6,4
"37",8760,"JAYANTBHAI RAMANBHAI PATEL (BOSKEY)","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",111,4,12,"NCP","2012","AHMEDABAD RURAL",67363,8760,52,NA,"UMRETH","","",6,3
"38",8768,"NIRANJAN PURSOTTAMDAS PATEL","CHHOTA UDAIPUR","yes","","1",NA,"Gujarat","M","0","GEN",113,4,12,"INC","2012","AHMEDABAD RURAL",77312,6366,69,NA,"PETLAD","","",6,5
"39",8851,"BHIL DHIRUBHAI CHUNILAL","SURAT","yes","","1",NA,"Gujarat","M","0","ST",139,4,12,"INC","2012","SOUTH GUJARAT",80579,8851,60,NA,"SANKHEDA","","",5,4
"40",9016,"CHHATRASINHJI PUJABHAI MORI","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",150,4,12,"BJP","2012","SOUTH GUJARAT",74864,9016,56,NA,"JAMBUSAR","","",5,4
"41",9313,"R.C. PATEL","NAVSARI","yes","tbr","1",NA,"Gujarat","M","0","GEN",174,4,12,"BJP","2012","SOUTH GUJARAT",76797,14349,53,NA,"JALALPORE","","",2,1
"42",9427,"AMRUTIYA KANTILAL SHIVABHAI","JAMNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",65,4,12,"BJP","2012","SAURASHTRA",77386,9427,50,NA,"MORVI","","",5,5
"43",9468,"JADEJA JAYRAJSINH TEMUBHA","JUNAGADH","yes","","1",NA,"Gujarat","M","0","GEN",73,4,12,"BJP","2012","SAURASHTRA",79709,9468,49,NA,"GONDAL","","",4,3
"44",9599,"BARAD JASHUBHAI DHANABHAI","BOTAD","yes","","1",NA,"Gujarat","M","0","GEN",90,4,12,"INC","2012","SAURASHTRA",56701,9599,63,NA,"SOMNATH","","",10,7
"45",9599,"JASHUBHAI DHANABHAI BARAD","ANAND","yes","","1",NA,"Gujarat","M","0","GEN",91,4,12,"INC","2012","SAURASHTRA",62722,154,57,NA,"TALALA","","",10,7
"46",9621,"BAVKUBHAI NATHABHAI UNDHAD","KHEDA","yes","","1",NA,"Gujarat","M","0","GEN",96,4,12,"INC","2012","SAURASHTRA",48793,9621,54,NA,"LATHI","","",4,4
"47",9652,"SOLANKI HIRABHAI ODHAVJIBHAI","KHEDA","yes","","1",NA,"Gujarat","M","0","GEN",98,4,12,"BJP","2012","SAURASHTRA",75447,9652,48,NA,"RAJULA","","",4,4
"48",9755,"AMITBHAI ANILCHANDRA SHAH (AMIT SHAH)","SURENDRANAGAR","yes","","1",NA,"Gujarat","M","0","GEN",45,4,12,"BJP","2012","NORTH GUJARAT",103988,9755,48,NA,"NARANPURA","","",4,4
"49",9898,"NITINKUMAR RATILAL PATEL","MEHSANA","yes","","1",NA,"Gujarat","M","0","GEN",25,4,12,"BJP","2012","NORTH GUJARAT",90134,5886,56,NA,"MEHSANA","","",6,5
"50",9959,"BALVANTSINH CHANDANSINH RAJPUT","PATAN","yes","","1",NA,"Gujarat","M","0","GEN",19,4,12,"INC","2012","NORTH GUJARAT",87518,9959,51,NA,"SIDHPUR","","",4,2
"51",10044,"RAMANLAL ISHVARLAL VORA","SABARKANTHA","yes","","1",NA,"Gujarat","M","0","SC",28,4,12,"BJP","2012","NORTH GUJARAT",90279,11089,60,NA,"IDAR","","",5,5
"52",10131,"AHIR (BHARWAD) JETHABHAI GHELABHAI","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",124,4,12,"BJP","2012","AHMEDABAD RURAL",76468,11155,62,NA,"SHEHRA","","",4,4
"53",10184,"DESAI PANKAJKUMAR VINUBHAI (GOTIYO)","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",116,4,12,"BJP","2012","AHMEDABAD RURAL",75335,10184,51,NA,"NADIAD","","",4,4
"54",10291,"DINESHBHAI BALUBHAI PATEL (DINUMAMA)","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",146,4,12,"BJP","2012","SOUTH GUJARAT",75227,11285,54,NA,"PADRA","","",4,2
"55",10358,"VASAVA GANPATSINH VESTABHAI","NAVSARI","yes","","1",NA,"Gujarat","M","0","ST",156,4,12,"BJP","2012","SOUTH GUJARAT",79255,12610,40,NA,"MANGROL","","",4,3
"56",10561,"PEERZADA MAHMAD JAVID ABDUL MUTLEEB","DEVBHOOMI DWARKA","yes","","1",NA,"Gujarat","M","0","GEN",67,4,12,"INC","2012","SAURASHTRA",59038,10561,64,NA,"WANKANER","","",3,2
"57",10628,"TRIVEDI VASUBEN NARENDRABHAI","AMRELI","yes","","1",NA,"Gujarat","F","0","GEN",79,4,12,"BJP","2012","SAURASHTRA",55894,13505,63,NA,"JAMNAGAR SOUTH","","",3,3
"58",10777,"PARESH DHANANI","ANAND","yes","","1",NA,"Gujarat","M","0","GEN",95,4,12,"INC","2012","SAURASHTRA",86583,13683,36,NA,"AMRELI","","",3,2
"59",10786,"KOTADIYA NALINBHAI NANJIBHAI","ANAND","yes","","1",NA,"Gujarat","M","0","GEN",94,4,12,"GPP","2012","SAURASHTRA",41516,10786,52,NA,"DHARI","","",2,1
"60",10809,"ATMARAM MAKANBHAI PARMAR","PANCHMAHAL","yes","","1",NA,"Gujarat","M","0","SC",106,4,12,"BJP","2012","SAURASHTRA",64053,7563,59,NA,"GADHADA","","",5,4
"61",10890,"BABUBHAI JAMNADAS PATEL","RAJKOT","yes","","1",NA,"Gujarat","M","0","GEN",57,4,12,"BJP","2012","AHMEDABAD RURAL",95813,10890,64,NA,"DASKROI","","",3,3
"62",10930,"PRADIPSINH BHAGWATSINH JADEJA","SURENDRANAGAR","yes","","1",NA,"Gujarat","M","0","GEN",43,4,12,"BJP","2012","NORTH GUJARAT",95580,10930,50,NA,"VATVA","","",3,3
"63",10969,"NARENDRA MODI","RAJKOT","yes","","1",NA,"Gujarat","M","0","GEN",53,4,12,"BJP","2012","NORTH GUJARAT",120470,10969,62,NA,"MANINAGAR","","",3,3
"64",10995,"THAKOR BALDEVJI CHANDUJI","GANDHINAGAR","yes","","1",NA,"Gujarat","M","0","GEN",38,4,12,"INC","2012","NORTH GUJARAT",64757,10995,51,NA,"KALOL","","",3,2
"65",11025,"PRAHLADBHAI ISHWARBHAI PATEL","MEHSANA","yes","","1",NA,"Gujarat","M","0","GEN",26,4,12,"INC","2012","NORTH GUJARAT",70729,11025,62,NA,"VIJAPUR","","",2,1
"66",11033,"NARAYANBHAI LALLUDAS PATEL","MEHSANA","yes","","1",NA,"Gujarat","M","0","GEN",21,4,12,"BJP","2012","NORTH GUJARAT",75708,8226,74,NA,"UNJHA","","",5,5
"67",11043,"ANANDIBEN MAFATBHAI PATEL","AHMEDABAD","yes","","1",NA,"Gujarat","F","0","GEN",41,4,12,"BJP","2012","NORTH GUJARAT",154599,13100,71,NA,"GHATLODIA","","",4,4
"68",11140,"KHABAD BACHUBHAI MAGANBHAI","BHARUCH","yes","","1",NA,"Gujarat","M","0","GEN",134,4,12,"BJP","2012","CENTRAL GUJARAT",113582,13993,57,NA,"DEVGADH BARIA","","",2,2
"69",11219,"PARMAR RAJENDRASINH DHIRSINH","DAHOD","yes","","1",NA,"Gujarat","M","0","GEN",109,4,12,"INC","2012","SAURASHTRA",83621,11219,44,NA,"BORSAD","","",3,3
"70",11259,"SUKHADIYA JITENDRA RATILAL SUKHADIYA","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",142,4,12,"BJP","2012","SOUTH GUJARAT",107358,14055,66,NA,"SAYAJIGANJ","","",3,3
"71",11312,"ISHWARSINH THAKORBHAI PATEL","TAPI","yes","","1",NA,"Gujarat","M","0","GEN",154,4,12,"BJP","2012","SOUTH GUJARAT",82645,11312,47,NA,"ANKLESHWAR","","",3,3
"72",11336,"GAMIT KANTILALBHAI RESHMABHAI","TAPI","yes","","1",NA,"Gujarat","M","0","ST",172,4,12,"BJP","2012","SOUTH GUJARAT",90191,12603,60,NA,"NIZAR","","",3,1
"73",11527,"DOSHI VARSHABEN NARENDRABHAI","JAMNAGAR","yes","","1",NA,"Gujarat","F","0","GEN",62,4,12,"BJP","2012","AHMEDABAD RURAL",83049,11527,52,NA,"WADHWAN","","",2,2
"74",11545,"SHAMJIBHAI BHIMJIBHAI CHAUHAN","JAMNAGAR","yes","","1",NA,"Gujarat","M","0","GEN",63,4,12,"BJP","2012","AHMEDABAD RURAL",72111,11545,52,NA,"CHOTILA","","",5,1
"75",11617,"BHANUBEN MANOHARBHAI BABARIYA","PORBANDAR","yes","","1",NA,"Gujarat","F","0","SC",71,4,12,"BJP","2012","SAURASHTRA",57753,11617,37,NA,"RAJKOT RURAL","","",2,2
"76",11932,"JITENDRABHAI SAVJIBHAI VAGHANI (JITU VAGHANI)","PANCHMAHAL","yes","","1",NA,"Gujarat","M","0","GEN",105,4,12,"BJP","2012","SAURASHTRA",92584,13772,42,NA,"BHAVNAGAR WEST","","",2,1
"77",11960,"TEJASHREEBEN DILIPKUMAR PATEL","AHMEDABAD","yes","","1",NA,"Gujarat","F","0","GEN",39,4,12,"INC","2012","AHMEDABAD RURAL",84930,13088,48,NA,"VIRAMGAM","","",2,1
"78",11999,"SHRI RAKESH SHAH","SURENDRANAGAR","yes","","1",NA,"Gujarat","M","0","GEN",44,4,12,"BJP","2012","NORTH GUJARAT",106631,13141,50,NA,"ELLIS BRIDGE","","",2,2
"79",12048,"KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA)","MORBI","yes","","1",NA,"Gujarat","M","0","GEN",48,4,12,"BJP","2012","SAURASHTRA",88731,12048,68,NA,"THAKKARBAPA NAGAR","","",2,2
"80",12104,"THAKOR SHAMBHUJI CHELAJI","GANDHINAGAR","yes","","1",NA,"Gujarat","M","0","GEN",35,4,12,"BJP","2012","NORTH GUJARAT",87999,12104,62,NA,"GANDHINAGAR SOUTH","","",2,2
"81",12157,"RUSHIKESH GANESHBHAI PATEL","MEHSANA","yes","","1",NA,"Gujarat","M","0","GEN",22,4,12,"BJP","2012","NORTH GUJARAT",76185,12157,51,NA,"VISNAGAR","","",2,2
"82",12261,"ASHWIN KOTVAL","SABARKANTHA","yes","","1",NA,"Gujarat","M","0","ST",29,4,12,"INC","2012","NORTH GUJARAT",88488,12261,48,NA,"KHEDBRAHMA","","",2,2
"83",12267,"MANILAL JETHABHAI VAGHELA","BANASKANTHA","yes","","1",NA,"Gujarat","M","0","SC",11,4,12,"INC","2012","NORTH GUJARAT",90375,12267,58,NA,"VADGAM","","",2,1
"84",12349,"RATHOD ARVINDSINH DAMSINH","NARMADA","yes","","1",NA,"Gujarat","M","0","GEN",127,4,12,"BJP","2012","CENTRAL GUJARAT",69275,12349,54,NA,"KALOL","","",2,2
"85",12436,"CHAUHAN DEVUSINH JESINGBHAI","VADODARA","yes","","1",NA,"Gujarat","M","0","GEN",115,4,12,"BJP","2012","AHMEDABAD RURAL",71021,12436,47,NA,"MATAR","","",2,2
"86",12561,"ARUNSINH AJITSINH RANA","SURAT","yes","","1",NA,"Gujarat","M","0","GEN",151,4,12,"BJP","2012","SOUTH GUJARAT",68512,12561,54,NA,"VAGRA","","",2,1
"87",12622,"PUNABHAI DHEDABHAI GAMIT","TAPI","yes","","1",NA,"Gujarat","M","0","ST",171,4,12,"INC","2012","SOUTH GUJARAT",73138,12622,54,NA,"VYARA","","",2,2
"88",12660,"GILITWALA RANJITBHAI MANGUBHAI","VALSAD","yes","","1",NA,"Gujarat","M","0","GEN",159,4,12,"BJP","2012","SOUTH GUJARAT",72649,12660,66,NA,"SURAT EAST","","",2,2
"89",12718,"CHAUDHARI CHHANABHAI KOLUBHAI","NAVSARI","yes","","1",NA,"Gujarat","M","0","ST",177,4,12,"INC","2012","SOUTH GUJARAT",105829,12718,61,NA,"VANSDA","","",2,2
"90",12745,"CHHABILBHAI NARANBHAI PATEL","KACHCHH","yes","","1",NA,"Gujarat","M","0","GEN",1,4,12,"INC","2012","KACHCHH",60704,12745,51,NA,"ABDASA","","",3,2
